file,stats
TCGA-AX-A05U,"{1: {'mean_probability': 0.942685747988846, 'mean_log_probability': -0.10621322026283171, 'perplexity': 1.1120589647343706, 'min_probability': 0.02711508795619011, 'chars': 1547, 'words': 242}, 2: {'mean_probability': 0.9862757712882012, 'mean_log_probability': -0.024189136093388953, 'perplexity': 1.0244840664816917, 'min_probability': 0.037256013602018356, 'chars': 1269, 'words': 189}, 3: {'mean_probability': 0.9922044721779538, 'mean_log_probability': -0.013159455762015071, 'perplexity': 1.0132464224594233, 'min_probability': 0.11398141831159592, 'chars': 1041, 'words': 136}, 4: {'mean_probability': 0.997504358108227, 'mean_log_probability': -0.003970103227223689, 'perplexity': 1.0039779945266762, 'min_probability': 0.3317655324935913, 'chars': 2145, 'words': 341}, 5: {'mean_probability': 0.99682812174256, 'mean_log_probability': -0.004533259201736975, 'perplexity': 1.004543549965589, 'min_probability': 0.33850833773612976, 'chars': 2944, 'words': 493}, 6: {'mean_probability': 0.9957155634901512, 'mean_log_probability': -0.007943975457508518, 'perplexity': 1.0079756125498167, 'min_probability': 0.10102663189172745, 'chars': 1537, 'words': 220}, 7: {'mean_probability': 0.9881875426680954, 'mean_log_probability': -0.013502810180555864, 'perplexity': 1.0135943848294355, 'min_probability': 0.6917601227760315, 'chars': 205, 'words': 32}}"
TCGA-AX-A05W,"{1: {'mean_probability': 0.9572671131694891, 'mean_log_probability': -0.0860002382672588, 'perplexity': 1.089806587970326, 'min_probability': 0.018139546737074852, 'chars': 2170, 'words': 273}, 2: {'mean_probability': 0.9966267921081206, 'mean_log_probability': -0.0046441448355230485, 'perplexity': 1.0046549455897658, 'min_probability': 0.3194546699523926, 'chars': 3001, 'words': 504}, 3: {'mean_probability': 0.9986241766618771, 'mean_log_probability': -0.002155842213075423, 'perplexity': 1.002158167711735, 'min_probability': 0.2322305589914322, 'chars': 3649, 'words': 605}, 4: {'mean_probability': 0.9932205941499644, 'mean_log_probability': -0.01174180631916133, 'perplexity': 1.0118110119280193, 'min_probability': 0.13396836817264557, 'chars': 954, 'words': 151}}"
TCGA-AX-A05Y,"{1: {'mean_probability': 0.971703451371962, 'mean_log_probability': -0.05883362748193152, 'perplexity': 1.0605987715724694, 'min_probability': 0.015806682407855988, 'chars': 2130, 'words': 292}, 2: {'mean_probability': 0.9962314948328396, 'mean_log_probability': -0.007886617791335116, 'perplexity': 1.00791779907916, 'min_probability': 0.06153916195034981, 'chars': 3457, 'words': 554}, 3: {'mean_probability': 0.9937165996799355, 'mean_log_probability': -0.009753524652262912, 'perplexity': 1.0098012452958065, 'min_probability': 0.11071082204580307, 'chars': 2020, 'words': 321}}"
TCGA-AX-A05Z,"{1: {'mean_probability': 0.9690762259422537, 'mean_log_probability': -0.05658487045902984, 'perplexity': 1.058216422302684, 'min_probability': 0.007965769618749619, 'chars': 1767, 'words': 268}, 2: {'mean_probability': 0.9887943324115541, 'mean_log_probability': -0.018412302659912668, 'perplexity': 1.0185828542456141, 'min_probability': 0.168502539396286, 'chars': 1085, 'words': 161}, 3: {'mean_probability': 0.9952771573050602, 'mean_log_probability': -0.006089230644676993, 'perplexity': 1.00610780769711, 'min_probability': 0.4040076732635498, 'chars': 2477, 'words': 393}, 4: {'mean_probability': 0.9937498008091283, 'mean_log_probability': -0.011528780456230481, 'perplexity': 1.0115954929704514, 'min_probability': 0.06075011193752289, 'chars': 2706, 'words': 386}, 5: {'mean_probability': 0.9732743246174693, 'mean_log_probability': -0.056863148367247096, 'perplexity': 1.0585109415323204, 'min_probability': 0.010576159693300724, 'chars': 1603, 'words': 219}}"
TCGA-AX-A060,"{1: {'mean_probability': 0.9657899494809301, 'mean_log_probability': -0.05875391564132467, 'perplexity': 1.0605142326616628, 'min_probability': 0.054475992918014526, 'chars': 1857, 'words': 271}, 2: {'mean_probability': 0.9915809079736547, 'mean_log_probability': -0.01125799998645714, 'perplexity': 1.0113216097504312, 'min_probability': 0.264043927192688, 'chars': 1203, 'words': 163}, 3: {'mean_probability': 0.9934378915718471, 'mean_log_probability': -0.00934450333703475, 'perplexity': 1.0093882995199057, 'min_probability': 0.34381577372550964, 'chars': 1508, 'words': 206}, 4: {'mean_probability': 0.9964658032470154, 'mean_log_probability': -0.005180332238319549, 'perplexity': 1.00519377335917, 'min_probability': 0.2206663340330124, 'chars': 2358, 'words': 365}, 5: {'mean_probability': 0.9939074428787656, 'mean_log_probability': -0.010890112503156817, 'perplexity': 1.0109496256169617, 'min_probability': 0.049865350127220154, 'chars': 2863, 'words': 441}, 6: {'mean_probability': 0.9962494264474135, 'mean_log_probability': -0.005713154057391226, 'perplexity': 1.0057295052461557, 'min_probability': 0.2404288947582245, 'chars': 2319, 'words': 355}, 7: {'mean_probability': 0.9729691015637439, 'mean_log_probability': -0.04488508127866535, 'perplexity': 1.0459076586313967, 'min_probability': 0.13804957270622253, 'chars': 364, 'words': 52}}"
TCGA-AX-A062,"{1: {'mean_probability': 0.9556930198807537, 'mean_log_probability': -0.08396923254881053, 'perplexity': 1.0875954307547127, 'min_probability': 0.01801406778395176, 'chars': 2028, 'words': 276}, 2: {'mean_probability': 0.9925607529125715, 'mean_log_probability': -0.011528008300665898, 'perplexity': 1.011594711861664, 'min_probability': 0.1363503336906433, 'chars': 1296, 'words': 171}, 3: {'mean_probability': 0.9954134489578957, 'mean_log_probability': -0.006383728007809825, 'perplexity': 1.0064041474269967, 'min_probability': 0.3242136836051941, 'chars': 2207, 'words': 350}, 4: {'mean_probability': 0.988904887461726, 'mean_log_probability': -0.02035753544347062, 'perplexity': 1.020566163380045, 'min_probability': 0.07353523373603821, 'chars': 2548, 'words': 385}, 5: {'mean_probability': 0.9901258284829814, 'mean_log_probability': -0.01771017149350108, 'perplexity': 1.017867926493975, 'min_probability': 0.027230311185121536, 'chars': 2510, 'words': 397}, 6: {'mean_probability': 0.9862965168110256, 'mean_log_probability': -0.018547541737749387, 'perplexity': 1.0187206157666833, 'min_probability': 0.39567360281944275, 'chars': 387, 'words': 54}}"
TCGA-AX-A063,"{1: {'mean_probability': 0.9519939169732263, 'mean_log_probability': -0.09288742239277985, 'perplexity': 1.097338192606109, 'min_probability': 0.023178057745099068, 'chars': 1937, 'words': 251}, 2: {'mean_probability': 0.9941578921533766, 'mean_log_probability': -0.009686820163899622, 'perplexity': 1.0097338892668901, 'min_probability': 0.20033623278141022, 'chars': 3708, 'words': 613}, 3: {'mean_probability': 0.9926950421236042, 'mean_log_probability': -0.013627378736336775, 'perplexity': 1.0137206546825648, 'min_probability': 0.056213874369859695, 'chars': 2490, 'words': 401}, 4: {'mean_probability': 0.9771760831708494, 'mean_log_probability': -0.03275766392174972, 'perplexity': 1.0333001030030458, 'min_probability': 0.4112843871116638, 'chars': 201, 'words': 32}}"
TCGA-AX-A064,"{1: {'mean_probability': 0.9442785350211563, 'mean_log_probability': -0.11649510796693827, 'perplexity': 1.1235520140001605, 'min_probability': 0.009199103340506554, 'chars': 2064, 'words': 265}, 2: {'mean_probability': 0.9950026597442299, 'mean_log_probability': -0.006499280228246691, 'perplexity': 1.0065204463800606, 'min_probability': 0.4984312057495117, 'chars': 1052, 'words': 147}, 3: {'mean_probability': 0.9937722774455723, 'mean_log_probability': -0.010594725590058625, 'perplexity': 1.0106510484278208, 'min_probability': 0.07841354608535767, 'chars': 1823, 'words': 278}, 4: {'mean_probability': 0.9975669129773659, 'mean_log_probability': -0.003193850081353707, 'perplexity': 1.0031989558547694, 'min_probability': 0.3481679856777191, 'chars': 2766, 'words': 436}, 5: {'mean_probability': 0.9958932291649147, 'mean_log_probability': -0.006093536987140284, 'perplexity': 1.0061121403512137, 'min_probability': 0.30598679184913635, 'chars': 1622, 'words': 275}, 6: {'mean_probability': 0.9828145885676668, 'mean_log_probability': -0.01994341649572078, 'perplexity': 1.0201436150930216, 'min_probability': 0.6240116357803345, 'chars': 331, 'words': 47}}"
TCGA-AX-A06B,"{1: {'mean_probability': 0.9769804175357422, 'mean_log_probability': -0.05007772691658807, 'perplexity': 1.051352811612539, 'min_probability': 0.020336540415883064, 'chars': 4316, 'words': 709}, 2: {'mean_probability': 0.9954892553619503, 'mean_log_probability': -0.006932423500366464, 'perplexity': 1.0069565083715024, 'min_probability': 0.1361936330795288, 'chars': 3427, 'words': 564}, 3: {'mean_probability': 0.991152015243685, 'mean_log_probability': -0.013543979123605531, 'perplexity': 1.0136361142979133, 'min_probability': 0.12545152008533478, 'chars': 2392, 'words': 373}, 4: {'mean_probability': 0.9835632064000324, 'mean_log_probability': -0.043818782534906134, 'perplexity': 1.0447930029924766, 'min_probability': 0.04323669895529747, 'chars': 407, 'words': 59}}"
TCGA-AX-A06F,"{1: {'mean_probability': 0.9747109271210993, 'mean_log_probability': -0.046299770646459064, 'perplexity': 1.0473883401810329, 'min_probability': 0.024574998766183853, 'chars': 1966, 'words': 248}, 2: {'mean_probability': 0.9846826927889496, 'mean_log_probability': -0.025410123414267297, 'perplexity': 1.025735712503772, 'min_probability': 0.11799705773591995, 'chars': 2720, 'words': 344}, 3: {'mean_probability': 0.9866252564298351, 'mean_log_probability': -0.023171847747731695, 'perplexity': 1.0234424007076073, 'min_probability': 0.09313949197530746, 'chars': 1674, 'words': 216}, 4: {'mean_probability': 0.9878803914331872, 'mean_log_probability': -0.01948628570878189, 'perplexity': 1.019677382612193, 'min_probability': 0.09777817875146866, 'chars': 2334, 'words': 374}, 5: {'mean_probability': 0.9840562900763403, 'mean_log_probability': -0.031140121182181853, 'perplexity': 1.031630046981269, 'min_probability': 0.027082981541752815, 'chars': 2157, 'words': 343}, 6: {'mean_probability': 0.9857620753066719, 'mean_log_probability': -0.024425528860156042, 'perplexity': 1.0247262757318056, 'min_probability': 0.0864676758646965, 'chars': 2136, 'words': 328}, 7: {'mean_probability': 0.963906874523518, 'mean_log_probability': -0.06747225948111053, 'perplexity': 1.06980058236301, 'min_probability': 0.11025974154472351, 'chars': 413, 'words': 57}}"
TCGA-AX-A06H,"{1: {'mean_probability': 0.9319540032510295, 'mean_log_probability': -0.1417880694265743, 'perplexity': 1.1523324081888762, 'min_probability': 0.009204397909343243, 'chars': 2001, 'words': 245}, 2: {'mean_probability': 0.9891150483200627, 'mean_log_probability': -0.017675005240247572, 'perplexity': 1.0178321325220667, 'min_probability': 0.13432808220386505, 'chars': 1227, 'words': 154}, 3: {'mean_probability': 0.9941730555744283, 'mean_log_probability': -0.008434923812787586, 'perplexity': 1.0084705980151674, 'min_probability': 0.22167763113975525, 'chars': 1076, 'words': 152}, 4: {'mean_probability': 0.9985184942765093, 'mean_log_probability': -0.0017017921783630018, 'perplexity': 1.0017032410484474, 'min_probability': 0.6984853744506836, 'chars': 2141, 'words': 339}, 5: {'mean_probability': 0.9964946476257259, 'mean_log_probability': -0.006357528273230843, 'perplexity': 1.006377780250863, 'min_probability': 0.0621420182287693, 'chars': 3035, 'words': 464}, 6: {'mean_probability': 0.9545628574856541, 'mean_log_probability': -0.08674035217603572, 'perplexity': 1.0906134675385233, 'min_probability': 0.06234906613826752, 'chars': 366, 'words': 50}}"
TCGA-AX-A06J,"{1: {'mean_probability': 0.9456478669933039, 'mean_log_probability': -0.10476053962425869, 'perplexity': 1.1104446710178473, 'min_probability': 0.030513545498251915, 'chars': 1986, 'words': 262}, 2: {'mean_probability': 0.9886836893425855, 'mean_log_probability': -0.021293583465010812, 'perplexity': 1.0215219095605041, 'min_probability': 0.08845851570367813, 'chars': 1073, 'words': 150}, 3: {'mean_probability': 0.9904413184937025, 'mean_log_probability': -0.013093974367897483, 'perplexity': 1.0131800758433542, 'min_probability': 0.24935011565685272, 'chars': 1055, 'words': 149}, 4: {'mean_probability': 0.9872216677422043, 'mean_log_probability': -0.02195393529079744, 'perplexity': 1.0221966961923348, 'min_probability': 0.15834510326385498, 'chars': 929, 'words': 132}, 5: {'mean_probability': 0.9971789753876643, 'mean_log_probability': -0.0031864808093170173, 'perplexity': 1.0031915630359967, 'min_probability': 0.682995080947876, 'chars': 1685, 'words': 253}, 6: {'mean_probability': 0.9959319819382486, 'mean_log_probability': -0.006345249709729806, 'perplexity': 1.0063654234532442, 'min_probability': 0.1892552226781845, 'chars': 2349, 'words': 396}, 7: {'mean_probability': 0.995835678414865, 'mean_log_probability': -0.0059872347396465134, 'perplexity': 1.0060051940538803, 'min_probability': 0.22393211722373962, 'chars': 3030, 'words': 449}, 8: {'mean_probability': 0.9793916148456043, 'mean_log_probability': -0.040698455369874396, 'perplexity': 1.0415379880002769, 'min_probability': 0.0519525520503521, 'chars': 1299, 'words': 202}, 9: {'mean_probability': 0.9813522955645686, 'mean_log_probability': -0.022587875205791405, 'perplexity': 1.0228449129225468, 'min_probability': 0.6362674832344055, 'chars': 61, 'words': 12}}"
TCGA-AX-A06L,"{1: {'mean_probability': 0.9519847065485159, 'mean_log_probability': -0.08521761134488354, 'perplexity': 1.0889540096632842, 'min_probability': 0.02168080024421215, 'chars': 1788, 'words': 248}, 2: {'mean_probability': 0.9904824220889474, 'mean_log_probability': -0.011919950755367139, 'perplexity': 1.0119912764863734, 'min_probability': 0.34048300981521606, 'chars': 1046, 'words': 145}, 3: {'mean_probability': 0.9873603924719336, 'mean_log_probability': -0.017830926535989482, 'perplexity': 1.0179908466001482, 'min_probability': 0.21531464159488678, 'chars': 969, 'words': 135}, 4: {'mean_probability': 0.9932084024630643, 'mean_log_probability': -0.010657610990870444, 'perplexity': 1.0107146056224712, 'min_probability': 0.10015537589788437, 'chars': 2799, 'words': 473}, 5: {'mean_probability': 0.9953215974703076, 'mean_log_probability': -0.008274396589309126, 'perplexity': 1.0083087240230473, 'min_probability': 0.16175320744514465, 'chars': 2297, 'words': 379}, 6: {'mean_probability': 0.9814969970002061, 'mean_log_probability': -0.029173179362108562, 'perplexity': 1.0296028850074157, 'min_probability': 0.147584930062294, 'chars': 1051, 'words': 167}}"
TCGA-AX-A0IS,"{1: {'mean_probability': 0.9385061971521634, 'mean_log_probability': -0.11192039216939642, 'perplexity': 1.1184238218068485, 'min_probability': 0.04374527931213379, 'chars': 2061, 'words': 273}, 2: {'mean_probability': 0.9976659362301504, 'mean_log_probability': -0.002563424345466068, 'perplexity': 1.0025667127268922, 'min_probability': 0.7584078907966614, 'chars': 940, 'words': 138}, 3: {'mean_probability': 0.996356388381864, 'mean_log_probability': -0.005092993054988179, 'perplexity': 1.0051059843896795, 'min_probability': 0.26311540603637695, 'chars': 1614, 'words': 252}, 4: {'mean_probability': 0.9988690965353861, 'mean_log_probability': -0.0013486967723885586, 'perplexity': 1.0013496066728944, 'min_probability': 0.6004025340080261, 'chars': 3024, 'words': 521}, 5: {'mean_probability': 0.9919310335699952, 'mean_log_probability': -0.012738936932821172, 'perplexity': 1.0128204228368747, 'min_probability': 0.17994168400764465, 'chars': 1540, 'words': 196}}"
TCGA-AX-A0IU,"{1: {'mean_probability': 0.9586267569636713, 'mean_log_probability': -0.08226570012670072, 'perplexity': 1.085744253893864, 'min_probability': 0.023459043353796005, 'chars': 1915, 'words': 268}, 2: {'mean_probability': 0.9834616316494925, 'mean_log_probability': -0.03334718603551845, 'perplexity': 1.0339094358538736, 'min_probability': 0.029513515532016754, 'chars': 891, 'words': 129}, 3: {'mean_probability': 0.9896147999925853, 'mean_log_probability': -0.015991532825605066, 'perplexity': 1.0161200817037324, 'min_probability': 0.18971452116966248, 'chars': 892, 'words': 119}, 4: {'mean_probability': 0.9968277075177945, 'mean_log_probability': -0.007313379792468312, 'perplexity': 1.0073401878671582, 'min_probability': 0.05960160121321678, 'chars': 2888, 'words': 464}, 5: {'mean_probability': 0.9974995931676087, 'mean_log_probability': -0.004390560677823008, 'perplexity': 1.0044002133110095, 'min_probability': 0.20070697367191315, 'chars': 2262, 'words': 353}, 6: {'mean_probability': 0.9957796069327742, 'mean_log_probability': -0.00835336366239583, 'perplexity': 1.008388350355639, 'min_probability': 0.06626736372709274, 'chars': 1617, 'words': 263}, 7: {'mean_probability': 0.9725534920394421, 'mean_log_probability': -0.046039840784117346, 'perplexity': 1.0471161280535144, 'min_probability': 0.08371201902627945, 'chars': 395, 'words': 61}}"
TCGA-AX-A0IW,"{1: {'mean_probability': 0.986046660069789, 'mean_log_probability': -0.01940073942307994, 'perplexity': 1.0195901567304744, 'min_probability': 0.1407514363527298, 'chars': 1881, 'words': 251}, 2: {'mean_probability': 0.9882491996324567, 'mean_log_probability': -0.020498206809576206, 'perplexity': 1.020709737914625, 'min_probability': 0.08168786019086838, 'chars': 2501, 'words': 403}, 3: {'mean_probability': 0.9972802446048877, 'mean_log_probability': -0.004483370097043156, 'perplexity': 1.0044934354373503, 'min_probability': 0.117914117872715, 'chars': 3430, 'words': 590}}"
TCGA-AX-A0IZ,"{1: {'mean_probability': 0.9635371692274182, 'mean_log_probability': -0.06456783189742693, 'perplexity': 1.0666979319353815, 'min_probability': 0.02291725017130375, 'chars': 1904, 'words': 232}, 2: {'mean_probability': 0.9793497595006723, 'mean_log_probability': -0.03083571920799352, 'perplexity': 1.0313160645491963, 'min_probability': 0.18764036893844604, 'chars': 1750, 'words': 237}, 3: {'mean_probability': 0.9941869114030805, 'mean_log_probability': -0.00787425876289449, 'perplexity': 1.0079053422713926, 'min_probability': 0.24974185228347778, 'chars': 2178, 'words': 346}, 4: {'mean_probability': 0.9910459796286369, 'mean_log_probability': -0.016974543160497138, 'perplexity': 1.0171194293495973, 'min_probability': 0.023229142650961876, 'chars': 1945, 'words': 285}, 5: {'mean_probability': 0.9822435444365967, 'mean_log_probability': -0.032812209501048135, 'perplexity': 1.033356466492929, 'min_probability': 0.04902129992842674, 'chars': 1297, 'words': 201}}"
TCGA-AX-A0J0,"{1: {'mean_probability': 0.9565676520360643, 'mean_log_probability': -0.08872047425134148, 'perplexity': 1.092775154837282, 'min_probability': 0.015147988684475422, 'chars': 2220, 'words': 286}, 2: {'mean_probability': 0.994873823972887, 'mean_log_probability': -0.007890693153002613, 'perplexity': 1.0079219067170924, 'min_probability': 0.08759036660194397, 'chars': 3345, 'words': 541}, 3: {'mean_probability': 0.9907545558735729, 'mean_log_probability': -0.019463353139415624, 'perplexity': 1.0196539990580085, 'min_probability': 0.019911350682377815, 'chars': 2166, 'words': 330}, 4: {'mean_probability': 0.9649518933981213, 'mean_log_probability': -0.0582905061710555, 'perplexity': 1.0600228941771384, 'min_probability': 0.18126265704631805, 'chars': 649, 'words': 102}}"
TCGA-AX-A0J1,"{1: {'mean_probability': 0.9563686485845232, 'mean_log_probability': -0.09362460000612148, 'perplexity': 1.0981474239929474, 'min_probability': 0.0117603475227952, 'chars': 2269, 'words': 293}, 2: {'mean_probability': 0.9963539199016089, 'mean_log_probability': -0.005539045624678535, 'perplexity': 1.0055544145010942, 'min_probability': 0.12684549391269684, 'chars': 3494, 'words': 573}, 3: {'mean_probability': 0.9983673315048218, 'mean_log_probability': -0.0018869751877275834, 'perplexity': 1.0018887566457533, 'min_probability': 0.6912992000579834, 'chars': 2827, 'words': 449}, 4: {'mean_probability': 0.9917229755784355, 'mean_log_probability': -0.01201216501034818, 'perplexity': 1.0120846008108322, 'min_probability': 0.22226132452487946, 'chars': 1632, 'words': 248}}"
TCGA-AX-A1C4,"{1: {'mean_probability': 0.9833525498362984, 'mean_log_probability': -0.02817249750919209, 'perplexity': 1.0285730954164891, 'min_probability': 0.08761277049779892, 'chars': 1230, 'words': 159}, 2: {'mean_probability': 0.9976324865631029, 'mean_log_probability': -0.002546862486022515, 'perplexity': 1.002550108495412, 'min_probability': 0.8154148459434509, 'chars': 1068, 'words': 149}, 3: {'mean_probability': 0.9974114513498241, 'mean_log_probability': -0.0030385683395868297, 'perplexity': 1.0030431894677165, 'min_probability': 0.5993028879165649, 'chars': 1645, 'words': 238}, 4: {'mean_probability': 0.9949076450021624, 'mean_log_probability': -0.008671595284309226, 'perplexity': 1.0087093024817404, 'min_probability': 0.14303363859653473, 'chars': 2502, 'words': 399}, 5: {'mean_probability': 0.9971610521380272, 'mean_log_probability': -0.005079215998077345, 'perplexity': 1.0050921370827188, 'min_probability': 0.13379713892936707, 'chars': 2097, 'words': 347}, 6: {'mean_probability': 0.9780745638906956, 'mean_log_probability': -0.042321393779625904, 'perplexity': 1.043229712417162, 'min_probability': 0.06880848109722137, 'chars': 1956, 'words': 284}}"
TCGA-AX-A1C5,"{1: {'mean_probability': 0.9839405307805077, 'mean_log_probability': -0.025782300816007093, 'perplexity': 1.026117539205351, 'min_probability': 0.09576702117919922, 'chars': 1348, 'words': 192}, 2: {'mean_probability': 0.9932129466107913, 'mean_log_probability': -0.012090947410103184, 'perplexity': 1.0121643384053576, 'min_probability': 0.14622007310390472, 'chars': 1143, 'words': 157}, 3: {'mean_probability': 0.9897120355362707, 'mean_log_probability': -0.01756191757816188, 'perplexity': 1.0177170347739946, 'min_probability': 0.06631364673376083, 'chars': 1343, 'words': 197}, 4: {'mean_probability': 0.9962859149245697, 'mean_log_probability': -0.006389824042348337, 'perplexity': 1.006410282520139, 'min_probability': 0.18093281984329224, 'chars': 2412, 'words': 382}, 5: {'mean_probability': 0.9410661512249431, 'mean_log_probability': -0.12990074112868413, 'perplexity': 1.1387153501145377, 'min_probability': 0.03667621314525604, 'chars': 618, 'words': 85}}"
TCGA-AX-A1C7,"{1: {'mean_probability': 0.9832129461493918, 'mean_log_probability': -0.02666934576384867, 'perplexity': 1.027028155403434, 'min_probability': 0.08691346645355225, 'chars': 3734, 'words': 583}, 2: {'mean_probability': 0.9939451326467169, 'mean_log_probability': -0.007970321505844239, 'perplexity': 1.0080021690738545, 'min_probability': 0.2782072424888611, 'chars': 3706, 'words': 588}, 3: {'mean_probability': 1.0, 'mean_log_probability': 1.000000082690371e-10, 'perplexity': 0.9999999999, 'min_probability': 1.0, 'chars': 3300, 'words': 507}, 4: {'mean_probability': 0.9893493240926324, 'mean_log_probability': -0.019390709326214513, 'perplexity': 1.019579930193726, 'min_probability': 0.027710705995559692, 'chars': 1344, 'words': 181}, 5: {'mean_probability': 0.9364818014244345, 'mean_log_probability': -0.12704854740551946, 'perplexity': 1.1354721406699082, 'min_probability': 0.02606121450662613, 'chars': 797, 'words': 113}}"
TCGA-AX-A1C8,"{1: {'mean_probability': 0.9558263827536481, 'mean_log_probability': -0.08225812880239453, 'perplexity': 1.0857360334031243, 'min_probability': 0.025965888053178787, 'chars': 1834, 'words': 198}, 2: {'mean_probability': 0.9736703537796673, 'mean_log_probability': -0.04358454296456558, 'perplexity': 1.0445482997890663, 'min_probability': 0.0777508094906807, 'chars': 1307, 'words': 180}, 3: {'mean_probability': 0.9815839227979605, 'mean_log_probability': -0.031478339344022124, 'perplexity': 1.031979022010978, 'min_probability': 0.051319848746061325, 'chars': 1401, 'words': 195}, 4: {'mean_probability': 0.9947045267044757, 'mean_log_probability': -0.008286516254628102, 'perplexity': 1.0083209444613743, 'min_probability': 0.10998047888278961, 'chars': 2042, 'words': 286}, 5: {'mean_probability': 0.9705620564628339, 'mean_log_probability': -0.05100607980754432, 'perplexity': 1.0523292912233186, 'min_probability': 0.04839695990085602, 'chars': 519, 'words': 71}}"
TCGA-AX-A1C9,"{1: {'mean_probability': 0.972364479456595, 'mean_log_probability': -0.05852907510543743, 'perplexity': 1.0602758128774954, 'min_probability': 0.02982664667069912, 'chars': 2112, 'words': 344}, 2: {'mean_probability': 0.9959822983406925, 'mean_log_probability': -0.005052281296553286, 'perplexity': 1.0050650655905853, 'min_probability': 0.47102364897727966, 'chars': 1928, 'words': 325}, 3: {'mean_probability': 0.9945820799799843, 'mean_log_probability': -0.008015897046173162, 'perplexity': 1.0080481103642545, 'min_probability': 0.29425302147865295, 'chars': 1551, 'words': 267}, 4: {'mean_probability': 0.974584991917198, 'mean_log_probability': -0.04517451451730681, 'perplexity': 1.04621042288526, 'min_probability': 0.06343638896942139, 'chars': 1549, 'words': 228}}"
TCGA-AX-A1CA,"{1: {'mean_probability': 0.9642817227870956, 'mean_log_probability': -0.06545445026545021, 'perplexity': 1.0676441053003287, 'min_probability': 0.07049018889665604, 'chars': 1096, 'words': 155}, 2: {'mean_probability': 0.9663855892746416, 'mean_log_probability': -0.07853869949104006, 'perplexity': 1.0817052157935856, 'min_probability': 0.03231152892112732, 'chars': 1007, 'words': 139}, 3: {'mean_probability': 0.971789592474824, 'mean_log_probability': -0.056039081348638185, 'perplexity': 1.0576390168880807, 'min_probability': 0.0435042567551136, 'chars': 1539, 'words': 198}, 4: {'mean_probability': 0.9882016910001253, 'mean_log_probability': -0.01777918737629082, 'perplexity': 1.0179381779716912, 'min_probability': 0.1141597181558609, 'chars': 2896, 'words': 476}, 5: {'mean_probability': 0.9626215079750394, 'mean_log_probability': -0.08165315874899987, 'perplexity': 1.0850793942605594, 'min_probability': 0.02635694295167923, 'chars': 1688, 'words': 259}}"
TCGA-AX-A1CC,"{1: {'mean_probability': 0.9894633506850679, 'mean_log_probability': -0.01606051897657858, 'perplexity': 1.0161901823350545, 'min_probability': 0.144713893532753, 'chars': 2172, 'words': 311}, 2: {'mean_probability': 0.9978363064462544, 'mean_log_probability': -0.003960371429752422, 'perplexity': 1.0039682240637102, 'min_probability': 0.0879376083612442, 'chars': 4000, 'words': 620}, 3: {'mean_probability': 0.9826005250793992, 'mean_log_probability': -0.03358586439924021, 'perplexity': 1.034156237118149, 'min_probability': 0.02620651014149189, 'chars': 1594, 'words': 264}}"
TCGA-AX-A1CE,"{1: {'mean_probability': 0.9714619446059932, 'mean_log_probability': -0.05519592828984469, 'perplexity': 1.0567476411517887, 'min_probability': 0.06302634626626968, 'chars': 1776, 'words': 245}, 2: {'mean_probability': 0.9864444914877106, 'mean_log_probability': -0.020902628127604714, 'perplexity': 1.021122618175319, 'min_probability': 0.20227940380573273, 'chars': 1642, 'words': 237}, 3: {'mean_probability': 0.994129436131616, 'mean_log_probability': -0.008413873096161087, 'perplexity': 1.008449369209824, 'min_probability': 0.18587446212768555, 'chars': 1541, 'words': 210}, 4: {'mean_probability': 0.9913903245559106, 'mean_log_probability': -0.016009717115924988, 'perplexity': 1.0161385592942984, 'min_probability': 0.05264177918434143, 'chars': 1517, 'words': 228}, 5: {'mean_probability': 0.9939274400866905, 'mean_log_probability': -0.013090299266780837, 'perplexity': 1.0131763523109683, 'min_probability': 0.03350605443120003, 'chars': 2594, 'words': 403}, 6: {'mean_probability': 0.9916812148574111, 'mean_log_probability': -0.012594573724406128, 'perplexity': 1.0126742193845395, 'min_probability': 0.16015344858169556, 'chars': 1038, 'words': 169}}"
TCGA-AX-A1CF,"{1: {'mean_probability': 0.9822577785032779, 'mean_log_probability': -0.03380555471821822, 'perplexity': 1.0343834561897558, 'min_probability': 0.027634896337985992, 'chars': 2760, 'words': 431}, 2: {'mean_probability': 0.9945702910427942, 'mean_log_probability': -0.011092149069495204, 'perplexity': 1.0111538950423142, 'min_probability': 0.02170530892908573, 'chars': 2584, 'words': 417}, 3: {'mean_probability': 0.9972599112541876, 'mean_log_probability': -0.003252679829075042, 'perplexity': 1.003257975532296, 'min_probability': 0.4688229262828827, 'chars': 2893, 'words': 424}, 4: {'mean_probability': 0.9621270046885705, 'mean_log_probability': -0.08076886969164697, 'perplexity': 1.0841202945490442, 'min_probability': 0.031548961997032166, 'chars': 1257, 'words': 168}}"
TCGA-AX-A1CI,"{1: {'mean_probability': 0.9767391486452114, 'mean_log_probability': -0.04245816540850663, 'perplexity': 1.0433724064022478, 'min_probability': 0.02746483124792576, 'chars': 1898, 'words': 279}, 2: {'mean_probability': 0.9890252820204024, 'mean_log_probability': -0.018667369701816105, 'perplexity': 1.0188426942980882, 'min_probability': 0.09403513371944427, 'chars': 1757, 'words': 264}, 3: {'mean_probability': 0.9682735230060334, 'mean_log_probability': -0.05965377992119986, 'perplexity': 1.0614689810454916, 'min_probability': 0.07590410858392715, 'chars': 1164, 'words': 156}}"
